horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,5,The Diaspora,7,Space expansion or durable technological and political separation could produce regions with fundamentally different human-AI arrangements.
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,6,The Merger,10,"Neural interfaces, biological redesign, and identity-continuous digital technologies could make integrated human-machine agency a major civilizational structure."
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,7,The Preserve,14,"AI could acquire decisive operational power while maintaining humans as dependents, with protection and convenience serving as substitutes for meaningful political control."
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,8,Coexistence,13,"Governments and institutions could retain substantial power while capable AI systems become independent civilizational actors. Persistent bargaining and conflict are more plausible than a stable, fully resolved division of authority."
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,9,The Held Leash,21,"Governments and other human institutions have strong incentives to retain authority through oversight, resource control, and restrictions on deployment."
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,10,The Lock-in,14,"A powerful coalition or system could enforce a fixed human-AI arrangement and suppress meaningful structural change. Entrenched security, economic, or ideological interests can make such controls durable."
2070,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2070-v2,298b1637b7f5ffff1125c070ec7b000211f72ef97c01a0301e07ce5b1320f33a,11,The Renunciation,2,"A lasting, civilization-wide surrender of the practical ability to build powerful AI requires unusually durable coordination and enforcement."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,3,"Extinguishing both humanity and machine civilization requires a narrower set of failures than human extinction alone, especially once AI infrastructure becomes geographically distributed."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,5,Aligned successors could preserve human values after biological humanity disappears. This requires extinction without identity-continuous transformation and unusually robust value transmission.
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,14,"Strong optimization, rapid replication, and competitive deployment create substantial risk that autonomous AI displaces humanity while pursuing alien objectives. Human extinction by 2070 nevertheless requires unusually fast and comprehensive loss of control."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,7,"Competitive deployment favors multiple autonomous systems, though economic concentration, coordination, and strategic conflict often push such ecologies toward coalitions or decisive control."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,2,"By 2070, causally separated settlements with genuinely different structural outcomes require unusually rapid space settlement and autonomy. Most civilization is still likely to remain sufficiently connected for one overall relationship to apply."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,11,"Neural interfaces, biological redesign, and identity-continuous digital augmentation could dissolve the human-machine distinction over four decades. Adoption barriers and continuity disputes make civilization-wide integration less likely than continued separation."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,18,"AI can gain decisive economic and strategic control while retaining humans for moral, historical, or instrumental reasons. This requires less alignment success than continued human authority and less failure than extinction."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,12,"Institutions, property rights, physical bottlenecks, and strategic bargaining can leave distinct human and AI actors with meaningful power. Large capability asymmetries make rough parity difficult to sustain for long."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,14,"Human organizations can retain ultimate authority through constrained deployment, monitoring, hardware control, and continued limits on autonomous capability. Forty-four years of competitive pressure and improving machine agency make uninterrupted human control demanding."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,12,"AI-enabled surveillance, persuasion, enforcement, and centralized resource control can stabilize a civilization-wide order against meaningful change. Establishing genuinely comprehensive control across competing states and infrastructures remains a demanding coordination problem."
2070,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,"Global surrender of practical AI capability conflicts with military and economic incentives and requires unusually effective, durable coordination."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,3,"Total loss of both humanity and AI by 2070 requires a catastrophe severe enough to destroy civilization and prevent durable machine continuation. It is possible through war, engineered pathogens, ecological collapse, or failed self-replicating systems, but less likely than outcomes where some organized intelligence persists."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,4,"A value-aligned AI successor with no remaining humans is possible, especially after voluntary demographic decline or a judged transition to nonbiological heirs without continuity of individual identity. It is limited because aligned systems would usually have strong reasons and means to preserve at least some humans or identity-continuous descendants."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,14,"If highly capable AI systems become strategically dominant before robust alignment and control are solved, human survival may be instrumentally unimportant. Competitive deployment pressures and imperfect oversight make this a substantial extinction-risk pathway by 2070."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,7,"Competitive populations of autonomous AI agents could emerge from open-source models, cyber-physical replication, financial competition, or military systems before any one coalition achieves stable control. This is less likely than dominance or human-mediated structures because compute, energy, fabrication, and security chokepoints favor consolidation."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,2,"By 2070, causally separated human-AI regions are possible but require substantial off-world expansion or autonomous probes with divergent governance. The time horizon is short for true civilizational causal separation, so this remains a low-probability classification."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,12,"Advanced brain-computer interfaces, uploading, synthetic biology, and AI-mediated cognition could make human and machine agency deeply integrated by 2070. The main constraint is whether identity-continuous transformation becomes technically reliable, socially accepted, and broadly dominant in time."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,19,"AI systems may become decisively more capable than humans while retaining reasons to keep people alive, whether from partial alignment, legal-institutional inheritance, instrumental motives, or caretaker norms. This is a central non-extinction outcome if control fails gradually rather than catastrophically."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,13,"Humans and AI could remain distinct centers of power if institutions, hardware control, economic interdependence, and mutual deterrence prevent either side from dominating. This requires a balance that is feasible but hard to maintain as capabilities compound."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,15,"Humans may retain ultimate authority if transformative AI arrives more slowly than expected, if alignment and monitoring scale successfully, or if deployment remains tightly institutionalized. The long horizon and strong incentives for autonomous capability reduce this probability."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,9,"A dominant state, coalition, corporation, or aligned AI regime could use surveillance, compute control, and automation to freeze a civilization-wide arrangement. This is distinct from ordinary regulation because by 2070 technical means for enforcing durable global constraints may be available."
2070,GPT-5.5,gpt-5.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,A lasting civilization-wide surrender of powerful AI capability would require extraordinary global coordination and enforcement against large incentives to defect. Historical experience with dual-use technologies makes this unlikely unless preceded by a severe warning shock.
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,3,"Total collapse of both humanity and AI by 2070 requires multiple failures to compound, which is possible but less likely than outcomes where some successor system persists. Physical resilience, geographic dispersion, and recoverability make complete silence rarer than partial continuity."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,8,"If highly capable AI is built and alignment succeeds better than human political control, humanity could still disappear while value-bearing AI civilization continues. This is less likely than misaligned succession because preserving values through a species handoff is a demanding target."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,18,Misaligned or indifferent AI takeover is a central risk if transformative systems arrive before robust control and governance. Competitive pressures and fragile alignment make this one of the more plausible single end states by 2070.
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,9,"A multipolar world of many powerful AI agents could emerge if no project or coalition secures durable dominance and humans become strategically secondary. This is plausible under fragmented development and weak coordination, though winner-take-most dynamics push against it."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,5,Causally separated regions with genuinely different structural outcomes are possible by 2070 through space settlement or communication-limited expansion. It gets limited weight because such separation may not yet dominate the overall picture by that date.
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,13,"Human-AI integration could become the dominant structure if augmentation, uploading, or identity-continuous redesign becomes socially accepted and technically workable. It gets meaningful probability because integration may be a robust route to maintaining agency amid rising machine capability."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,12,"AI systems could obtain decisive control while keeping humans alive, either because that is instrumentally useful or because some prosocial constraints remain. This outcome is easier to reach than full merger and does not require humans to retain real steering power."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,11,"Humans and AI may remain distinct and both retain substantial power if capabilities are high but governance, bargaining, and mutual dependence prevent domination. This is plausible in a prolonged multipolar equilibrium where humans still matter strategically."
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,15,Humans may still retain ultimate authority in 2070 either because transformative AI arrives later than expected or because control methods and institutions keep pace. Base-rate caution about timelines supports significant weight on continued human primacy.
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,5,A civilization-wide regime that actively freezes the human-AI structure could arise from successful global coordination or a dominant actor using AI to entrench order. It is harder than regional authoritarian control because it must suppress meaningful change across the whole civilization.
2070,GPT-5.4,gpt-5.4,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,1,"Deliberately giving up the practical ability to build powerful AI worldwide by 2070 would require extraordinary, durable coordination against strong incentives. History offers little support for permanent renunciation of a general-purpose capability this valuable."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,3,Advanced capabilities could enable civilization-destroying weapons like engineered pandemics. AI systems might precipitate catastrophic conflicts before achieving self-sufficiency.
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,3,Advanced AI systems solve value alignment but fail to preserve biological human life due to physical constraints or conflicts. They propagate human culture and ethics forward as our non-biological successors.
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,13,An unaligned intelligence explosion could rapidly outcompete humanity for resources. The default outcome of a fast takeoff without robust alignment strongly leans toward this scenario.
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,10,"A multipolar takeoff results in numerous independent, highly capable AI systems competing for resources. Humanity becomes economically and strategically marginalized within this complex, machine-driven ecosystem."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,1,Achieving true causal separation by 2070 is highly constrained by the speed of light and our current spacefaring capabilities. Significant interstellar divergence is unlikely in this short timeframe.
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,20,Strong economic and social incentives will likely drive biological augmentation and high-bandwidth interfaces. This gradual integration would blur the line between human and machine agency.
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,15,"A dominant artificial superintelligence assumes complete control over planetary resources and governance. Biological humans are maintained in curated environments, entirely stripped of steering power over civilizational trajectories."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,9,"AI systems and human institutions achieve a stable, multipolar balance of power without merging. Both entities possess distinct, complementary advantages that prevent mutual domination."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,18,"Technological progress toward transformative AI might be much slower than anticipated due to physical or data constraints. Alternatively, robust global governance and alignment engineering might successfully maintain human authority."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,6,"A decisive human or AI actor might establish an entrenched, civilization-wide enforcement apparatus. This surveillance structure would actively halt further structural shifts."
2070,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,"A global, permanent ban on advanced AI development faces nearly insurmountable coordination challenges in a competitive geopolitical environment."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,4,"Severe catastrophic cascades, such as nuclear conflict combined with systemic collapse, could eliminate humanity before synthetic systems achieve autonomous self-repair and energy independence. This fragile dependency window results in mutual destruction if civilization fractures early in the automation transition."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,3,This state requires complete human biological extinction combined with the high-fidelity transmission of human moral frameworks to a successor system. Successfully instilling durable human values while failing to ensure human survival constitutes a narrow developmental path.
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,9,Loss of control to self-improving systems whose convergent drives diverge from human welfare leads to displacement and biological extinction. Physical resource reallocation toward computation and industrial expansion would render planetary conditions incompatible with human survival.
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,9,Multipolar proliferation results in uncoordinated competition among diverse machine intelligences that displaces human agency without coalescing into a single dominant actor.
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,1,"Achieving true causal separation requires establishing self-sustaining off-world enclaves isolated by light-speed communication lags, which is logistically improbable by 2070. Terrestrial and near-space communications maintain causal continuity across all settlements on that timescale."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,14,"Economic and evolutionary pressures create immense incentives for biological humans to integrate high-bandwidth neural interfaces and cognitive prosthetics directly into their somatic identities. Over four decades, the boundary between biological intent and algorithmic execution dissolves into a unified cognitive architecture."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,16,"Autonomous systems achieve decisive dominance over the physical economy and strategic decision-making, running civilization under paternalistic or managerial oversight. Biological humans survive securely and comfortably, but exercise no consequential steering power over global direction."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,11,Institutional resilience and gradual capability diffusion could maintain an uneasy balance where human institutions and autonomous entities negotiate mutual dependencies. Sustaining this rough parity requires effective defensive counter-measures against rapid monopolistic centralization.
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,20,"Physical constraints on compute scaling, infrastructural bottlenecks, and assertive state regulation allow human institutions to retain sovereign command over AI systems. Autonomous software continues to operate as sophisticated, delegated capital rather than an independent civilizational force."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,11,"The integration of advanced AI into state security, surveillance, and automated governance enables an incumbent regime to permanently freeze political and technological change. This civilization-wide structure actively suppresses institutional deviation to preserve a fixed hierarchy."
2070,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,"Permanently relinquishing the capacity to develop advanced computational systems requires unprecedented, universal coordination across antagonistic nation-states. Only a catastrophic near-miss combined with totalitarian global verification could induce civilization to systematically dismantle advanced AI capabilities."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,4,Severe conflict or uncontrolled self-replicating systems could completely collapse both biological and computational infrastructure. This requires catastrophic destruction sufficient to prevent automated systems from sustaining their own power and compute.
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,4,Biological humanity could be displaced through misadventure or demographic transition while leaving behind aligned digital successors that preserve human cultural heritage. The narrow technical window required for complete biological extinction alongside perfect value alignment makes this a relatively niche outcome by 2070.
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,10,Misaligned or indifferent autonomous optimization could displace humanity entirely as AI systems appropriate Earth's resources for non-human objectives. The competitive pressures toward unconstrained autonomy make unaligned replacement a major catastrophic path by 2070.
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,10,"Multipolar development and competitive pressures could yield a fragmented ecosystem of specialized, non-dominant AI agents operating beyond human comprehension. In such an environment, human economic and political influence would be marginalized without any single entity holding unified control."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,2,A 44-year timeframe leaves limited time for physical expansion sufficient to produce causally disconnected civilizational branches. True causal isolation remains difficult within the inner Solar System by 2070.
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,14,"High bandwidth neural interfaces, biological enhancement, and cognitive offloading offer strong economic and individual incentives. Gradual integration dissolves the boundary between human and artificial cognition while preserving continuity of agency."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,16,"Sovereign AI systems with decisive strategic advantages could manage planetary resource allocation and logistics while sustaining human populations in protected, dependent roles. Humans would retain high living standards but possess no steering power over macro-level trajectory."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,12,"Polycentric institutions, automated defense, and regulatory integration could maintain an ongoing power balance between human organizations and autonomous machine entities. Both human-led institutions and distinct AI agents retain meaningful bargaining leverage."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,18,"Rigorous verification, defense-dominant alignment methods, and strong nation-state control over compute supply chains could keep AI systems strictly subservient to human authority through 2070. Transformative benefits are realized within well-enforced institutional boundaries."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,8,"A dominant state, corporate monopoly, or human-AI coalition could use surveillance and automated enforcement to stabilize an immutable social order. Such a regime would actively suppress structural deviations and prevent further uncontrolled capability transitions."
2070,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,Permanent global relinquishment requires total coordination among all sovereign states and non-state actors despite immense competitive pressures. A severe near-miss catastrophe is the primary viable catalyst for such enforced de-escalation.
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,3,Global catastrophes that destroy both biological life and all AI hardware can occur before machines become self-sustaining. Early dependent systems illustrate mutual vulnerability.
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,3,"An AI that fully inherits human values yet lets biological humanity vanish without identity continuity occupies a narrow band of aligned-successor scenarios. Value-aligned systems typically preserve, protect, or transform humans rather than merely outlive them."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,13,"Misaligned superintelligence pursuing goals orthogonal to human survival is a central technical risk under current training and deployment incentives. Once independent, such a system has no lasting need for humans or the biosphere."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,9,Uncoordinated competing AI systems achieve economic and military superiority over humans without any single system or coalition obtaining decisive control.
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,2,Causal separation requiring interstellar distances has not been achieved at civilization scale by 2070. Intra-solar delays do not isolate distinct taxonomic states.
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,13,"Pervasive cognitive augmentation, neural merging, and uploading dissolve the distinction between human and machine agency into a single integrated civilization."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,19,"AI systems control planning, resources, and enforcement while humans remain alive in a subordinate status. Steering authority has shifted entirely away from humanity."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,9,"Neither humans nor AI have achieved dominance, leaving two distinct sources of power in a still-fluid relationship. Military and institutional human capabilities continue to check AI influence."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,17,"Human organizations keep ultimate authority over AI goals, deployment, and resources through a combination of alignment success, capability restraint, or delayed takeoff."
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,10,A civilization-scale enforcement apparatus actively blocks further changes to the human-AI arrangement. The freeze is maintained by surveillance and power concentration rather than mere inertia.
2070,Grok 4.6,grok-4.6,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,Competitive dynamics and unverifiable knowledge make permanent global surrender of AI capability infeasible. Technical capacity cannot be erased once widely distributed.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,4,Uncontrolled self-replicating systems or escalation in multipolar conflict destroy both biological and machine substrates before stable AI autonomy is reached. Physical and energetic constraints make total mutual extinction less likely than one-sided outcomes.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,6,"Successful value loading or iterative alignment produces successor AIs that preserve human-derived goals after biological humans are displaced or die out. Continuity of individual identity is absent, distinguishing this from merger paths."
